ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
96,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),44,Bahamas,4,29,Caribbean,Country,-78.05111663,24.69546597,BHS,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,10,2001,2011,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011]",,39.94,40.43,40.37,42.8,45.79,41.39,43.24,46.34,44.41,,51.64,,,,,,,,,,51.64,"[2001-2005,2007-2008]: Data reference period: April | Population coverage: Excluding armed forces and/or conscripts // [2006]: Data reference period: May | Population coverage: Excluding armed forces and/or conscripts // [2009]: Data reference period: May // [2011]: Data reference period: May | Reference group coverage: Total employment",C: Country data
97,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),48,Bahrain,4,145,Western Asia,Country,50.5490754,26.04407747,BHR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2001,2004,"[2001, 2004]",,12.32,,,10.59,,,,,,,,,,,,,,,,,10.59,[2001]: Data reference period: April // [2004]: Data reference period: November | Reference group coverage: Total employment,C: Country data
98,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,4,2006,2017,"[2006, 2010, 2013, 2017]",,,,,,,9.71,,,,14.75,,,13.18,,,,10.74,,,,10.74,"[2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
99,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,4,2006,2017,"[2006, 2010, 2013, 2017]",,,,,,,9.71,,,,14.75,,,13.18,,,,10.74,,,,10.74,"[2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
100,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),52,Barbados,4,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,12,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",35.05,41.28,42.16,44.9,43.44,,,,,,,,,48.25,48.57,50.87,48.98,48.9,46.51,45.9,,45.9,"[2003-2004,2013-2014]: Population coverage: Excluding armed forces and/or conscripts // [2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016-2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
101,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),112,Belarus,5,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,5,2009,2019,"[2009, 2016, 2017, 2018, 2019]",,,,,,,,,,46.25,,,,,,,45.99,47.6,47.28,49.11,,49.11,[2016]: Population coverage: Excluding non-permanent residents | Institutional sector coverage: Private sector only | Age coverage - maximum age: 74 years old // [2017]: Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents | Institutional sector coverage: Private sector only | Age coverage - maximum age: 74 years old // [2018-2019]: Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents | Age coverage - maximum age: 74 years old,C: Country data
102,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),56,Belgium,5,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",32.07,32.88,31.8,29.9,29.88,31.81,31.47,33.84,32.68,33.99,34.1,29.9,32.44,31.42,31.65,32.56,32.66,33.55,33.91,32.7,,32.7,"[2000,2002-2004,2006-2010,2012-2016,2018-2019]: Repository: Eurostat special tabulation // [2001,2005,2011,2017]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
103,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),84,Belize,4,13,Central America,Country,-88.70199554,17.19965901,BLZ,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,5,2005,2017,"[2005, 2014, 2015, 2016, 2017]",,,,,,41.26,,,,,,,,,39.28,46.43,38.66,51.08,,,,51.08,[2005]: Data reference period: April | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 14 years old // [2014-2017]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
104,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),64,Bhutan,5,127,Southern Asia (excluding India),Country,90.45098484,27.39598568,BTN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,3,2013,2015,"[2013, 2014, 2015]",,,,,,,,,,,,,,16.97,16.46,18.48,,,,,,18.48,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories",C: Country data
105,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),64,Bhutan,5,127,Southern Asia (excluding India),Country,90.45098484,27.39598568,BTN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,3,2013,2015,"[2013, 2014, 2015]",,,,,,,,,,,,,,16.97,16.46,18.48,,,,,,18.48,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories",C: Country data
106,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),68,Bolivia (Plurinational State of),4,5,South America,Country,-64.66224284,-16.71273412,BOL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,18,2000,2019,"[2000, 2001, 2002, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",38.59,17.57,19.57,,30.69,31.96,27.68,28.96,34.73,35.06,,35.72,31.44,34.03,39.42,37.15,35.65,35.32,38.84,29.21,,29.21,"[2000-2002,2004-2007]: Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2008-2009,2011-2015,2017-2019]: Repository: ILO-STATISTICS - Micro data processing // [2016]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",C: Country data
107,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),70,Bosnia and Herzegovina,5,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,14,2006,2019,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,20.84,16.12,22.95,25.25,23.83,21.42,24.16,22.79,24.15,22,21.59,20.29,25.92,24.32,,24.32,[2006]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
108,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,7,2000,2019,"[2000, 2001, 2003, 2006, 2009, 2010, 2019]",35.43,30.85,,32.98,,,30.53,,,37.89,38.62,,,,,,,,,54.45,,54.45,"[2000,2003]: Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old // [2001]: Data reference period: August | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old // [2006,2009]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised",C: Country data
109,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,18,2001,2019,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,29.04,32.47,33.67,33.77,35.25,34.92,35.91,35.69,35.67,,36.1,37.98,38.03,38.67,39.35,39.64,39.88,39.59,39.43,,39.43,"[2001-2009,2011,2013-2019]: Repository: ILO-STATISTICS - Micro data processing // [2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",C: Country data
110,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,5,2001,2019,"[2001, 2014, 2017, 2018, 2019]",,25.66,,,,,,,,,,,,,33.64,,,41.27,36.59,33.01,,33.01,[2001]: Data reference period: August // [2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
111,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),100,Bulgaria,5,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",29.82,32.65,33.54,31.3,34.41,33.97,31.61,31.4,32.28,32.15,33.34,36.75,36.39,36.48,36.68,36.51,37.87,39.19,38.57,39,,39,"[2000,2002,2004,2006-2007,2009,2012-2019]: Repository: Eurostat special tabulation // [2001,2003,2005,2008,2010-2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
112,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),854,Burkina Faso,4,11,Western Africa,Country,-1.742843829,12.27491081,BFA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2006,2018,"[2006, 2018]",,,,,,,30.95,,,,,,,,,,,,58.11,,,58.11,[2006]: Reference group coverage: Total employment // [2018]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old,C: Country data
113,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),108,Burundi,4,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2014,2017,"[2014, 2017]",,,,,,,,,,,,,,,27.36,,,32.36,,,,32.36,Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 10 years old,C: Country data
114,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),132,Cabo Verde,4,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,4,2015,2019,"[2015, 2017, 2018, 2019]",,,,,,,,,,,,,,,,42.3,,43.81,42.52,46.04,,46.04,[2015]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old // [2018-2019]: Employment definition: Including subsistence workers,C: Country data
115,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,13,2000,2017,"[2000, 2001, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",12.57,13.82,,,,,,27.65,20.95,18.39,18.01,19.38,30.88,28.49,24.3,29.49,34.14,24.1,,,,24.1,"[2000,2007,2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2001,2009-2011,2013-2017]: Repository: ILO-STATISTICS - Micro data processing // [2008]: Reference group coverage: Total employment",C: Country data
116,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),120,Cameroon,4,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,1,2014,2014,[2014],,,,,,,,,,,,,,,49.26,,,,,,,49.26,Repository: ILO-STATISTICS - Micro data processing,C: Country data
117,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,15,2000,2014,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",35.47,34.95,34.06,35.71,36.49,35.9,36.25,36.92,35.99,37.01,36.76,37.1,36.43,35.78,35.52,,,,,,,35.52,"[2000-2007]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population // [2008]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population | Break in series: Methodology revised // [2009-2014]: Geographical coverage: Total national, excluding some areas",C: Country data
118,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),152,Chile,4,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,15,2000,2019,"[2000, 2002, 2003, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",32.59,,32.72,42.66,,,40.18,,,33.32,23.79,23.56,24,24.98,26.94,27.41,27.39,26.45,27.26,29.88,,29.88,"[2000,2003,2006,2009,2011-2019]: Repository: ILO-STATISTICS - Micro data processing // [2002]: Data reference period: April // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",C: Country data
119,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),174,Comoros,4,14,Eastern Africa,Country,43.34234565,-11.66121732,COM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2004,2014,"[2004, 2014]",,,,,26.13,,,,,,,,,,25.56,,,,,,,25.56,Repository: ILO-STATISTICS - Micro data processing,C: Country data
120,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),184,Cook Islands,4,543,Oceania (exc. Australia and New Zealand),Country,-159.7711391,-21.22696458,COK,0,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,4,2001,2019,"[2001, 2011, 2016, 2019]",,36.11,,,,,,,,,,47.5,,,,,42.33,,,59.78,,59.78,[2001]: Data reference period: December // [2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age | Break in series: Methodology revised // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
121,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),184,Cook Islands,4,543,Oceania (exc. Australia and New Zealand),Country,-159.7711391,-21.22696458,COK,0,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,4,2001,2019,"[2001, 2011, 2016, 2019]",,36.11,,,,,,,,,,47.5,,,,,42.33,,,59.78,,59.78,[2001]: Data reference period: December // [2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age | Break in series: Methodology revised // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
122,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),188,Costa Rica,4,13,Central America,Country,-84.19712782,9.970998683,CRI,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",32.94,25.36,26.14,29.08,26.18,24.88,29.92,26.99,30.42,30.4,29.95,35.2,28.65,36.81,31.89,28.73,34.55,36.82,33.91,41.04,,41.04,"[2000-2008]: Data reference period: July | Age coverage - minimum age: 12 years old // [2009]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2010,2012-2019]: Repository: ILO-STATISTICS - Micro data processing // [2011]: Data reference period: July | Age coverage - maximum age: 65 years old",C: Country data
123,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),384,Côte d'Ivoire,4,11,Western Africa,Country,-5.552690016,7.62211586,CIV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2016,2017,"[2016, 2017]",,,,,,,,,,,,,,,,,16.65,56.89,,,,56.89,Repository: ILO-STATISTICS - Micro data processing,C: Country data
124,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),191,Croatia,5,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",24.66,24.67,27.1,24.59,22.61,24.03,25.64,20.7,25.44,25.15,25.78,23.95,26.05,24.38,23.18,26.67,29.93,29.05,29.98,26.41,,26.41,"[2000-2001]: Population coverage: Including armed forces and/or conscripts // [2002,2004,2007-2010,2012-2013,2015-2019]: Repository: Eurostat special tabulation // [2003,2005-2006,2011,2014]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
125,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),192,Cuba,4,29,Caribbean,Country,-79.54460144,22.10030366,CUB,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2009,2010,"[2009, 2010]",,,,,,,,,,32.51,38.12,,,,,,,,,,,38.12,Age coverage - minimum age: 17 years old,C: Country data
126,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),531,Curaçao,4,29,Caribbean,Country,-68.95033464,12.15058042,CUW,0,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,42.41,,,42.41,Employment definition: Including subsistence workers | Data reference period: Fourth quarter | Age coverage - maximum age: 64 years old,C: Country data
127,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),196,Cyprus,4,145,Western Asia,Country,33.22285964,35.05659437,CYP,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",14.78,19.02,17.55,17.46,17.25,14.76,16.15,15.43,16.12,12.23,13.77,14.99,15.8,18.92,17.33,22.82,25.73,20.69,16.95,21.35,,21.35,"[2000-2004,2006-2008,2010,2012-2019]: Repository: Eurostat special tabulation // [2005,2009,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
