ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
66,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,16,2000,2019,"[2000, 2001, 2002, 2003, 2006, 2007, 2008, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",17.53,16.3,18.19,16.91,,,19.93,18.35,15.87,,,24.81,27.37,28.58,25.32,25.47,28.31,28.1,27.61,30.01,,30.01,"[2000-2003,2006-2008,2012-2019]: Repository: Eurostat special tabulation // [2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
67,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),480,Mauritius,4,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,8,2011,2018,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",,,,,,,,,,,,21.33,23.09,28.93,27.26,27.77,29.5,30.82,31.03,,,31.03,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,C: Country data
68,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),484,Mexico,4,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,7,2013,2019,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,,34.86,35.27,34.8,35.16,36.44,35.59,35.52,,35.52,Repository: ILO-STATISTICS - Micro data processing,C: Country data
69,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),583,Micronesia (Federated States of),4,543,Oceania (exc. Australia and New Zealand),Country,158.225216,6.880670092,FSM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2014,2014,[2014],,,,,,,,,,,,,,,18.19,,,,,,,18.19,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
70,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),583,Micronesia (Federated States of),4,543,Oceania (exc. Australia and New Zealand),Country,158.225216,6.880670092,FSM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2014,2014,[2014],,,,,,,,,,,,,,,18.19,,,,,,,18.19,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
71,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,41.6,38.32,37.89,37.92,38.68,37.29,34.16,37.77,36.71,40.01,36.02,43,,43,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
72,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),499,Montenegro,5,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,9,2011,2019,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,36.14,24.83,22.66,24.62,17.57,24.89,25.42,23.83,28.2,,28.2,[2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised // [2012-2019]: Repository: Eurostat special tabulation,C: Country data
73,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),508,Mozambique,4,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,22.15,,,,,,22.15,Repository: ILO-STATISTICS - Micro data processing,C: Country data
74,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2015,2019,"[2015, 2017, 2018, 2019]",,,,,,,,,,,,,,,,28.34,,31.48,32.06,34.14,,34.14,[2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
75,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),516,Namibia,4,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,5,2012,2018,"[2012, 2013, 2014, 2016, 2018]",,,,,,,,,,,,,25.6,48.49,46.67,,48.62,,48.24,,,48.24,"[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2014,2016,2018]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
76,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),524,Nepal,5,127,Southern Asia (excluding India),Country,83.94678863,28.25866332,NPL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,13.9,,,,13.9,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
77,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),524,Nepal,5,127,Southern Asia (excluding India),Country,83.94678863,28.25866332,NPL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,13.9,,,,13.9,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
78,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),528,Netherlands,5,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",21.53,22.4,21.7,21.38,22.33,22.31,25.49,26.76,25.95,26.04,26.9,27.9,28.32,23.13,24.05,24.5,24.38,25.98,24.76,26.01,,26.01,"[2000-2004,2006-2010,2012,2014-2019]: Repository: Eurostat special tabulation // [2005,2011,2013]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
79,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),558,Nicaragua,4,13,Central America,Country,-85.03060315,12.84210839,NIC,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,3,2001,2014,"[2001, 2012, 2014]",,28.4,,,,,,,,,,,49.73,,53.68,,,,,,,53.68,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
80,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),562,Niger,4,11,Western Africa,Country,9.400167877,17.42143036,NER,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,21.62,,,,21.62,Repository: ILO-STATISTICS - Micro data processing,C: Country data
81,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),566,Nigeria,4,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2011,2011,[2011],,,,,,,,,,,,28.91,,,,,,,,,,28.91,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old | Break in series: Methodology revised,C: Country data
82,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),807,North Macedonia,5,39,Southern Europe,Country,21.7007909,41.60048068,MKD,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,14,2006,2019,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,23.56,30.82,30.23,36.89,30.69,26.29,23.28,24.67,25.95,23,27.27,22.54,28.21,28.15,,28.15,"[2006-2010,2012-2019]: Repository: Eurostat special tabulation // [2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
83,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",24.74,25.64,27.66,28.18,29.71,31.04,33.95,33.29,32.64,34.55,35.03,31.2,31.16,31.35,33.32,33.66,35.4,35.95,33.47,32.75,,32.75,"[2000-2004,2007-2010,2012-2019]: Repository: Eurostat special tabulation // [2005-2006,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
84,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,7,2006,2013,"[2006, 2007, 2008, 2009, 2010, 2011, 2013]",,,,,,,7.62,6.08,5.23,5.7,6.4,5.75,,4.22,,,,,,,,4.22,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
85,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,7,2006,2013,"[2006, 2007, 2008, 2009, 2010, 2011, 2013]",,,,,,,7.62,6.08,5.23,5.7,6.4,5.75,,4.22,,,,,,,,4.22,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
86,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2014,2014,[2014],,,,,,,,,,,,,,,35.54,,,,,,,35.54,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
87,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2014,2014,[2014],,,,,,,,,,,,,,,35.54,,,,,,,35.54,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
88,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),591,Panama,4,13,Central America,Country,-81.26616623,8.450965746,PAN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2011,2014,"[2011, 2012, 2013, 2014]",,,,,,,,,,,,45.82,46.52,40.61,43.54,,,,,,,43.54,Repository: ILO-STATISTICS - Micro data processing | Data reference period: August,C: Country data
89,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),598,Papua New Guinea,4,543,Oceania (exc. Australia and New Zealand),Country,145.8587761,-6.756057077,PNG,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2010,2010,[2010],,,,,,,,,,,19.29,,,,,,,,,,,19.29,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
90,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),598,Papua New Guinea,4,543,Oceania (exc. Australia and New Zealand),Country,145.8587761,-6.756057077,PNG,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2010,2010,[2010],,,,,,,,,,,19.29,,,,,,,,,,,19.29,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
91,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),608,Philippines,4,35,South-Eastern Asia,Country,120.8601418,14.16591706,PHL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,13,2006,2019,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019]",,,,,,,59.31,38.78,41.68,42.76,42.2,41.17,42.16,43.01,41.76,42.72,,23.24,25.51,29.31,,29.31,Repository: ILO-STATISTICS - Micro data processing,C: Country data
92,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),616,Poland,5,151,Eastern Europe,Country,19.40660158,52.1226733,POL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",31.35,27.67,29.32,33.98,35.35,34.06,36.06,37.12,36.2,36.04,37.46,35.91,35.04,35.45,36.36,37.43,38.13,38.19,39.52,41.15,,41.15,"[2000-2001,2003-2005,2010-2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised // [2002,2006-2009,2012-2019]: Repository: Eurostat special tabulation",C: Country data
93,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),620,Portugal,5,39,Southern Europe,Country,-7.961599811,39.68509315,PRT,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",21.89,22.64,28.34,27.08,30.05,29.12,31.43,30.81,31.32,34.4,35.71,26.15,27.9,27.61,31.84,30.37,32.24,30.44,32.16,36.97,,36.97,"[2000-2004,2006-2010,2012-2019]: Repository: Eurostat special tabulation // [2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
94,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,15,2005,2019,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,31.69,33.69,32.55,34.34,36.4,36.28,31.85,30.83,30.58,30.73,31.53,32.42,30.09,30.06,34.19,,34.19,"[2005,2010-2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised // [2006-2009,2012-2019]: Repository: Eurostat special tabulation",C: Country data
95,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,40.37,39.3,39.75,41.99,,41.99,Repository: ILO-STATISTICS - Micro data processing,C: Country data
96,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2017,2018,"[2017, 2018]",,,,,,,,,,,,,,,,,,36.3,33.22,,,33.22,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
97,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2012,2017,"[2012, 2017]",,,,,,,,,,,,,41.63,,,,,42.99,,,,42.99,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
98,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2012,2017,"[2012, 2017]",,,,,,,,,,,,,41.63,,,,,42.99,,,,42.99,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
99,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),688,Serbia,5,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,9,2008,2019,"[2008, 2009, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,36.57,39.41,,,,32.68,31.46,30.9,30.89,30.26,29.79,33.57,,33.57,"[2008,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2009,2015-2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
100,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2014,2019,"[2014, 2015, 2016, 2019]",,,,,,,,,,,,,,,44.87,49,43.79,,,47.35,,47.35,"[2014,2016]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2015,2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
