ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
1474,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",3.5,3.7,4,4.2,4.3,4.4,3.4,2.5,2.6,3.1,3.5,3.2,3.1,3.4,3.5,4.3,4.7,4.2,3.8,3.7,,3.7,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1475,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",3.3,3.6,4.1,4,3.9,4.2,3.3,2.4,2.4,2.6,2.9,3,2.6,3.2,3.2,4,3.9,3.7,3.5,3.4,,3.4,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1476,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",3.6,3.9,4,4.5,4.6,4.6,3.5,2.6,2.7,3.6,4,3.4,3.6,3.6,3.7,4.6,5.4,4.6,4,4,,4,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1477,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",11.1,12.2,13.1,11.9,12.8,11.5,8.8,7.4,7.5,9.2,9.3,8.7,8.5,9.1,7.9,9.9,11.2,10.4,9.7,10,,10,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1478,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",11.4,12.1,12.3,11.3,11.7,10.7,8.6,6.6,6.6,7.9,7.5,7.7,7,7.5,6.6,8.6,9.3,9,8.6,9.5,,9.5,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1479,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",10.8,12.3,13.8,12.4,14,12.2,8.9,8.3,8.4,10.5,11,9.6,9.9,10.7,9.1,11.2,13,11.7,10.7,10.4,,10.4,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1480,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2.2,2.4,2.6,3,2.9,3.3,2.6,1.7,1.7,2.1,2.6,2.4,2.3,2.5,2.8,3.4,3.7,3.3,2.9,2.8,,2.8,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1481,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",1.9,2.2,2.7,2.7,2.6,3.1,2.5,1.7,1.6,1.7,2.2,2.2,1.9,2.5,2.7,3.3,3.1,2.9,2.8,2.5,,2.5,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1482,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2.5,2.5,2.5,3.3,3.2,3.4,2.7,1.7,1.8,2.5,3,2.5,2.6,2.5,2.9,3.6,4.3,3.6,3.1,3,,3,"[2000-2004,2007-2019]: Repository: Eurostat special tabulation // [2005-2006]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1483,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,3,2008,2018,"[2008, 2016, 2018]",,,,,,,,,4.1,,,,,,,,3.3,,1.8,,,1.8,[2016]: Age coverage - maximum age: 60 years old | Break in series: Methodology revised // [2018]: Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,C: Country data
1484,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,3,2008,2018,"[2008, 2016, 2018]",,,,,,,,,8.1,,,,,,,,13.7,,7.1,,,7.1,[2016]: Age coverage - maximum age: 60 years old | Break in series: Methodology revised // [2018]: Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,C: Country data
1485,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,3,2008,2018,"[2008, 2016, 2018]",,,,,,,,,3.4,,,,,,,,1.8,,0.8,,,0.8,[2016]: Age coverage - maximum age: 60 years old | Break in series: Methodology revised // [2018]: Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts,C: Country data
1486,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,13.7,,,,,13.7,Age coverage - maximum age: 60 years old | Break in series: Methodology revised,C: Country data
1487,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,33.9,,,,,33.9,Age coverage - maximum age: 60 years old | Break in series: Methodology revised,C: Country data
1488,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,10.3,,,,,10.3,Age coverage - maximum age: 60 years old | Break in series: Methodology revised,C: Country data
1489,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,1.9,,,,,1.9,Age coverage - maximum age: 60 years old | Break in series: Methodology revised,C: Country data
1490,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,10.6,,,,,10.6,Age coverage - maximum age: 60 years old | Break in series: Methodology revised,C: Country data
1491,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,0.8,,,,,0.8,Age coverage - maximum age: 60 years old | Break in series: Methodology revised,C: Country data
1492,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.6,0.4,0.4,0.5,0.7,0.8,,3,1.8,3.6,,,4.1,,,4.1,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1493,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.6,0.4,0.4,0.5,0.7,0.8,,3,1.8,3.6,,,4.1,,,4.1,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1494,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",826,United Kingdom of Great Britain and Northern Ireland,5,154,Northern Europe,Country,-2.23830539,53.27691757,GBR,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",5.6,4.7,5,4.8,4.6,4.8,5.4,5.3,5.6,7.5,7.8,8,7.9,7.5,6.1,5.3,4.8,4.3,4,3.7,,3.7,"[2000-2003,2006,2009-2019]: Repository: Eurostat special tabulation // [2004-2005,2007-2008]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
1495,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.3,0.3,0.5,0.4,0.6,0.7,,3.4,2,6.1,,,4.6,,,4.6,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1496,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.3,0.3,0.5,0.4,0.6,0.7,,3.4,2,6.1,,,4.6,,,4.6,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1497,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.6,0.4,0.4,0.6,0.7,0.8,,2.8,1.8,2.8,,,4,,,4,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1498,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.6,0.4,0.4,0.6,0.7,0.8,,2.8,1.8,2.8,,,4,,,4,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1499,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.9,0.8,1,1.1,1.3,1.7,,5.9,4,6.6,,,7.9,,,7.9,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1500,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.9,0.8,1,1.1,1.3,1.7,,5.9,4,6.6,,,7.9,,,7.9,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1501,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.6,0.5,1.3,0.6,1.1,1.3,,5.4,3.9,9.4,,,6.8,,,6.8,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
