ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disability_status_code,disability_status_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,footnotes,nature
349,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,7,,,,,,,,7,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
350,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",40,Austria,5,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,4,,,,,,,,4,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
351,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,26,,,,,,,,26,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
352,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",203,Czechia,5,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,M,Male,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__M___T,sex__disability_status,3,2012,2016,"[2012, 2015, 2016]",,,,,,,,6,,,4.2,3.4,,,,3.4,[2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status // [2015-2016]: Type of difficulties: Impairments | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration,C: Country data
353,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",40,Austria,5,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,13,,,,,,,,13,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
354,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,6,,,,,,,,6,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
355,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,7,,,,,,,,7,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
356,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,F,Female,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__F__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,20,,,,,,,,20,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
357,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,F,Female,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__F__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,6,,,,,,,,6,Unreliable | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
358,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,M,Male,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__M___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,7,,,,,,,,7,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
359,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,31,,,,,,,,31,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
360,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",470,Malta,5,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,5,,,,,,,,5,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
361,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,5.6,5.9,6.6,4.8,3.9,4.2,4.8,4.9,7.2,6.4,5.4,10,10,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
362,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,7.4,9.5,7.5,4.1,4.3,2.8,3.6,4.1,3.7,4.5,2.3,11.2,11.2,"[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2015,2017]: Repository: ILO-STATISTICS - Micro data processing // [2016,2018]: Unreliable | Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised",C: Country data
363,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,5.5,5.8,6.5,4.8,3.9,4.3,4.8,4.9,7.3,6.4,5.5,10,10,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
364,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,5.2,6.2,5.9,4.4,3.5,4.5,4.4,4.3,5.9,5.7,4.8,8.9,8.9,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
365,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,F,Female,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__F__PD,sex__disability_status,11,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019]",,,,8,14.2,5.7,5.9,4.9,3.2,3.5,5.3,3.7,5.4,,4.4,4.4,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Unreliable | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2017]: Unreliable | Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
366,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,F,Female,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__F__PWD,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,5.1,6.1,5.9,4.4,3.5,4.5,4.4,4.2,5.9,5.7,4.9,9,9,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
367,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,M,Male,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__M___T,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,5.9,5.6,7.1,5.1,4.3,4,5.2,5.4,8.4,7,5.9,11,11,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
368,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,7,6.9,8.7,3.2,4,2.6,3.6,3.2,3.7,4.1,3.3,16.1,16.1,"[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Unreliable | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010,2017]: Repository: ILO-STATISTICS - Micro data processing // [2011-2016,2018]: Unreliable | Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised",C: Country data
369,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,12,2008,2019,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,5.9,5.6,7.1,5.1,4.3,4.1,5.2,5.5,8.5,7.1,5.9,10.9,10.9,[2008]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
370,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,0.8,,,,,0.8,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
371,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,2.1,,,,,2.1,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
372,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,0.8,,,,,0.8,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
373,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,0.9,,,,,0.9,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
374,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,F,Female,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__F__PWD,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,0.9,,,,,0.9,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
375,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,M,Male,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__M___T,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,0.7,,,,,0.7,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
376,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,3.4,,,,,3.4,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
377,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,1,2015,2015,[2015],,,,,,,,,,,0.7,,,,,0.7,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
378,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,5,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,8,,,,,,,,8,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
379,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",528,Netherlands,5,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,25,,,,,,,,25,Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status,C: Country data
